TIMESTAMP,NEE,H,LE,FCH4,USTAR,SW_IN,SW_OUT,LW_IN,LW_OUT,NETRAD,VPD,RH,PA,TA,P,D_SNOW,TS_1,TS_2,TS_3,TS_4,TS_5,TS_6,TS_7,G,GPP_NT,RECO_NT,GPP_DT,RECO_DT,WD,WS,NEE_F,H_F,LE_F,FCH4_F,SW_IN_F,SW_OUT_F,LW_IN_F,LW_OUT_F,NETRAD_F,VPD_F,RH_F,PA_F,TA_F,P_F,D_SNOW_F,G_F,WS_F,LE_F_ANNOPTLM,NEE_F_ANNOPTLM,FCH4_F_ANNOPTLM,FCH4_F_ANNOPTLM_QC
20140101,-9999,23.934,-9999,-9999,0.13052097916666666,0.1504168125,0.016875,192.28266666666676,193.48458333333335,-1.0679958333333337,0.11085191270440384,76.13843750000002,100.74147916666669,-31.124875000000007,0.0,-9999,-14.2088125,-8.6608375,-8.377922916666666,-8.057358333333331,-7.553818750000001,-6.940764166666669,-6.026666874999999,-9999,-9999,0.023752282237500002,0.006973041666666666,0.09409608177083333,182.237859375,1.092113125,-9999,3.2168694791666668,-9999,-9999,0.1504375,0.016875,192.28266666666676,193.48458333333335,-1.0679958333333337,0.1089791666666667,76.13843750000002,100.74147916666669,-31.124875000000007,0.0,-9999,-9999,1.0921875,0.4527232530967602,0.2386229917937687,9.147729110080254,3.0
20140102,-9999,16.183,-9999,-9999,0.10840889583333334,0.0,0.0,196.4530625,197.381875,-0.9299360416666668,0.11029475473746493,76.101375,101.048375,-31.138187500000008,0.0,-9999,-14.215145833333333,-8.842218749999997,-8.553399999999998,-8.212362499999998,-7.665208333333332,-7.014444791666674,-6.074791458333337,-9999,-9999,0.01891817083333333,0.0,0.07614211041666667,155.83364583333332,1.309974375,-9999,2.2161019166666667,-9999,-9999,0.0,0.0,196.4530625,197.381875,-0.9299360416666668,0.108375,76.101375,101.048375,-31.138187500000008,0.0,-9999,-9999,1.3099999999999998,0.4595070519697788,0.2354795142960044,6.906348205149923,3.0
20140103,-9999,-19.271,-9999,-9999,0.08739906382978724,0.0,0.0,207.1494166666666,210.4077083333333,-3.258348541666665,0.14209770925120774,80.35000000000002,101.4035,-26.240645833333332,0.0,-9999,-13.962645833333335,-8.93757083333333,-8.655902083333332,-8.319585416666667,-7.7659729166666684,-7.096388541666667,-6.127291666666663,-9999,-9999,0.07281177083333333,0.0,0.26502941666666663,157.17866666666666,0.9598385416666668,-9999,4.547205208333333,-9999,-9999,0.0,0.0,207.1494166666666,210.4077083333333,-3.258348541666665,0.14018750000000002,80.35000000000002,101.4035,-26.240645833333332,0.0,-9999,-9999,0.959875,0.5848085212842052,0.23966289969489596,5.655384071422692,3.0
20140104,-9999,1.2046,-9999,-9999,0.11360759574468088,0.04659722916666666,0.039861041666666666,201.45964583333327,205.405,-3.9388756875000013,0.13289544013749546,78.90497916666669,102.185875,-27.74975000000001,0.0,-9999,-13.485499999999995,-8.94541458333333,-8.679514583333336,-8.366181250000002,-7.840902083333336,-7.171875208333333,-6.182569374999999,-9999,-9999,0.04509387291666666,0.0021522291666666664,0.17309743750000006,208.32973333333337,1.4871110416666669,-9999,1.159724166666667,-9999,-9999,0.04660416666666667,0.039861041666666666,201.45964583333327,205.405,-3.9388756875000013,0.13104166666666664,78.90497916666669,102.185875,-27.74975000000001,0.0,-9999,-9999,1.487104166666667,0.5323955833588659,0.2316865694037875,4.8563864950691364,3.0
20140105,-9999,2.0168399999999997,-9999,-9999,0.16840912499999994,0.0,0.0,199.8072083333333,203.70291666666668,-3.895898541666666,0.12470416799727778,77.58533333333334,102.12802083333334,-29.10439583333333,0.0,-9999,-13.316812499999996,-8.933954166666666,-8.680347916666667,-8.387431249999992,-7.890835416666667,-7.237291458333332,-6.241527916666665,-9999,-9999,0.022349172916666674,0.0,0.09838393749999998,211.02369958333335,1.9699491666666675,-9999,2.384130416666666,-9999,-9999,0.0,0.0,199.8072083333333,203.70291666666668,-3.895898541666666,0.12277083333333333,77.58533333333334,102.12802083333334,-29.10439583333333,0.0,-9999,-9999,1.969854166666667,0.489620845003029,0.22382338138973049,4.505430623239813,3.0
20140106,-9999,10.569123375000002,-9999,-9999,0.13815931914893614,0.11972229166666665,0.014583333333333332,213.0168541666667,211.42125,1.7021686875000004,0.1444275949859211,79.1583125,101.65016666666666,-26.73920833333333,0.0,-9999,-13.244895833333333,-8.953820833333326,-8.700277083333326,-8.414858333333335,-7.93270625,-7.290903125000002,-6.299792083333334,-9999,-9999,0.066553125,0.005401645833333333,0.24220274999999994,266.0227916666668,1.8307545833333327,-9999,6.707761125000002,-9999,-9999,0.11972916666666665,0.014583333333333332,213.0168541666667,211.42125,1.7021686875000004,0.14249999999999996,79.1583125,101.65016666666666,-26.73920833333333,0.0,-9999,-9999,1.8307083333333336,0.5540102109837647,0.2255941712647253,4.308349092609936,3.0
20140107,-9999,3.4845472727272733,-9999,-9999,0.1501091052631579,0.014513895833333334,0.011736041666666669,217.30318750000004,217.74854166666668,-0.4427258333333337,0.1448210179743993,81.14215789473683,101.55647916666665,-25.05995833333333,0.0,-9999,-13.112708333333336,-8.972918750000002,-8.72291666666667,-8.443889583333329,-7.971668750000003,-7.340069375000006,-6.353611250000001,-9999,-9999,0.12151186458333335,0.0006646458333333332,0.4022746875,145.10479166666667,1.981229375,-9999,6.294648333333334,-9999,-9999,0.014520833333333337,0.011736041666666669,217.30318750000004,217.74854166666668,-0.4427258333333337,0.13510416666666675,81.30037499999997,101.55647916666665,-25.05995833333333,0.0,-9999,-9999,1.9812291666666684,0.6241422493259371,0.2282899286968203,3.7887208026666404,3.0
20140108,-9999,3.473474545454545,-9999,-9999,0.19297333333333333,0.04458339583333334,0.03861104166666667,217.79818749999995,219.30541666666662,-1.5007677708333338,0.15322806415067186,81.44148717948717,101.6154375,-24.55302083333334,0.0,-9999,-12.912416666666665,-8.970831249999998,-8.728058333333335,-8.460554166666666,-8.005487499999997,-7.382639374999991,-6.403958541666667,-9999,-9999,0.12983610416666666,0.002012395833333333,0.429345,139.1626666666667,1.2452612500000002,-9999,6.813396250000001,-9999,-9999,0.04458333333333333,0.03861104166666667,217.79818749999995,219.30541666666662,-1.5007677708333338,0.1426458333333333,81.46814583333334,101.6154375,-24.55302083333334,0.0,-9999,-9999,1.2452708333333338,0.6486580495527162,0.22453528105291654,4.879559828340454,3.0
20140109,-9999,-9999,-9999,-9999,0.10110779166666672,0.2559720833333333,0.20284708333333332,187.1205,197.23958333333331,-10.06517083333333,0.1262297080213661,77.90504166666669,101.90760416666664,-28.83752083333333,0.0,-9999,-12.841791666666666,-8.942637499999995,-8.710343750000002,-8.46041458333333,-8.03083125,-7.423541666666665,-6.454235833333336,-9999,-9999,0.036095327083333344,0.01120483333333333,0.1437033729166667,136.821765,1.0098003958333337,-9999,4.205855416666665,-9999,-9999,0.2559583333333333,0.20284708333333332,187.1205,197.23958333333331,-10.06517083333333,0.1242916666666667,77.90504166666669,101.90760416666664,-28.83752083333333,0.0,-9999,-9999,1.0098541666666667,0.4830706439339598,0.21298279264783876,5.225918159691608,3.0
20140110,-9999,-9999,-9999,-9999,0.10040884210526314,0.32881916666666666,0.29819416666666665,148.56433333333334,164.53625000000005,-15.94144375,0.0665912768018727,69.23924999999998,102.3365,-38.74297916666666,0.0,-9999,-13.633875000000002,-8.973333333333333,-8.734166666666665,-8.477427083333334,-8.050347916666668,-7.457222291666675,-6.5015277083333265,-9999,-9999,3.7372469362499992e-06,0.01417535416666667,5.557532550000001e-05,132.81337500000006,1.0914725000000003,-9999,6.598504166666669,-9999,-9999,0.3287916666666667,0.29819416666666665,148.56433333333334,164.53625000000005,-15.94144375,0.06489583333333332,69.23924999999998,102.3365,-38.74297916666666,0.0,-9999,-9999,1.0914583333333334,0.17755724554033614,0.1999566533277988,7.1777511652595685,3.0
20140111,-9999,-9999,-9999,-9999,-9999,1.0115279166666666,0.63125,138.71883333333332,155.08270833333333,-15.982999999999995,0.05155960996914294,66.0439375,102.56256250000004,-42.137208333333334,0.0,-9999,-15.428604166666664,-9.215697916666663,-8.931116666666666,-8.610558333333335,-8.112154166666668,-7.496805624999998,-6.545902708333334,-9999,-9999,3.011148774180653e-11,0.03925827083333333,3.1695834112638073e-09,130.8295208333333,0.9258233333333332,-9999,6.724158333333329,-9999,-9999,1.0115416666666668,0.63125,138.71883333333332,155.08270833333333,-15.982999999999995,0.049916666666666665,66.0439375,102.56256250000004,-42.137208333333334,0.0,-9999,-9999,0.9258333333333332,0.1562726676438745,0.1931108248366148,9.197889042969734,3.0
20140112,-9999,-9999,-9999,-9999,-9999,1.079375,0.7179860416666667,135.94868749999998,151.21270833333338,-14.902452083333333,0.0431522927836219,64.02979166666667,102.65607894736843,-44.31522916666668,0.0,-9999,-17.236375000000002,-9.62214375,-9.285620833333333,-8.872981250000002,-8.248752083333331,-7.56659729166667,-6.5895831250000025,-9999,-9999,9.723815290947726e-28,0.04118770833333334,6.832647425270403e-23,135.03930625000007,0.8665360416666665,-9999,4.800189583333335,-9999,-9999,1.079375,0.7179860416666667,135.94868749999998,151.21270833333338,-14.902452083333333,0.041625,64.02979166666667,102.61660416666666,-44.31522916666668,0.0,-9999,-9999,0.8665833333333332,0.15900246329510664,0.1843253015527143,10.90823248022403,3.0
20140113,-9999,6.6824666666666666,-9999,-9999,0.13048940625,0.5931945833333334,0.5638195833333334,168.33560416666668,172.63416666666672,-4.268384854166668,0.06540063400127392,68.65416666666665,102.81960416666664,-39.186854166666656,0.0,-9999,-18.657791666666665,-10.09809375,-9.713889583333332,-9.213683333333334,-8.449860416666667,-7.6763891666666675,-6.641180416666669,-9999,-9999,1.3635941609850454e-05,0.024690604166666668,0.00017292637659851052,155.63208333333333,1.4506954166666663,-9999,6.184514583333336,-9999,-9999,0.5932083333333334,0.5638195833333334,168.33560416666668,172.63416666666672,-4.268384854166668,0.06368750000000002,68.65416666666665,102.81960416666664,-39.186854166666656,0.0,-9999,-9999,1.450749999999999,0.16954779520544552,0.1862986492626055,5.15459139389287,3.0
