,TIMESTAMP,NEE,H,LE,FCH4,USTAR,SW_IN,NETRAD,PPFD_IN,VPD,RH,PA,TA,P,TS_1,TS_2,TS_3,TS_4,TS_5,TS_6,WTD,SWC_1,GPP_NT,RECO_NT,GPP_DT,RECO_DT,WD,WS,NEE_F,H_F,LE_F,FCH4_F,SW_IN_F,LW_IN_F,NETRAD_F,PPFD_IN_F,VPD_F,RH_F,PA_F,TA_F,P_F,WTD_F,WS_F,LE_F_ANNOPTLM,NEE_F_ANNOPTLM,FCH4_F_ANNOPTLM,FCH4_F_ANNOPTLM_QC,FCH4_F_MODEL,FCH4_F_NORM
0,2014-01-01,0.0937944666666666,0.0244964102564099,0.1505797142857143,6.814814814814816,0.1652808478260869,1.517857142857145,-2.6591927083333333,3.1875,0.1255169497401887,97.70506249999995,97.78783541666668,-1.2607951874999996,0.0,-0.0392553191489361,,,,,,0.0220214468085106,28.70275744680851,0.0780848916666667,0.1805304166666666,0.038999375,0.2320377083333333,204.9285106382979,1.9857036170212763,0.1024452916666666,0.1671444374999996,-0.1139878333333333,6.425484782608695,1.6445,290.90393749999987,-2.6591927083333333,3.1875,0.1254583333333333,97.70506249999995,97.82368750000002,-1.2608541666666664,0.0,0.0220214468085106,1.9787708333333327,-0.1770791350221447,0.1014769207570463,6.859140286031575,1.0,,
1,2014-01-02,0.2175519249999999,-8.832704166666668,-0.1383478064516128,6.473684210526316,0.3721895833333333,0.8035714285714287,-13.645181666666666,1.6875,0.0858739073174485,98.62054166666668,97.83831041666666,0.2772156458333333,0.718344,-0.0706041666666666,,,,,,0.0257736875,31.37947916666665,-0.0106759020833333,0.1872564583333333,0.0270210416666666,0.243181875,164.3283333333334,3.282916666666667,0.1979323541666666,-8.832704166666668,-0.2109856666666666,6.375870833333333,0.6825625,311.85343749999987,-13.645181666666666,1.6875,0.0857916666666667,98.62054166666668,97.91458333333335,0.2771875,0.7200000000000001,0.0257736875,3.282916666666667,-0.2478988398731501,0.2018078069893109,6.560867737841907,1.0,,
2,2014-01-03,0.2116285957446807,6.465489130434781,0.24215425,6.638297872340425,0.4308848936170213,0.5654761904761906,-10.017804166666666,1.1875,0.0690629518973405,98.87583333333336,97.56402708333336,0.0682277291666666,0.5918110000000001,-0.0528333333333333,,,,,,0.0345371666666666,38.498616666666656,-0.0361691666666666,0.1730645833333333,0.0198678125,0.2142229166666666,159.3604255319149,3.8138297872340425,0.2092332499999999,6.159852916666665,0.0502855416666666,6.62484375,0.3937083333333333,309.9790625,-10.017804166666666,1.1875,0.0690833333333333,98.87583333333336,97.62556250000002,0.0682083333333333,0.5920000000000001,0.0345371666666666,3.823583333333333,0.0104197563318674,0.2098089148885496,6.643518655033769,1.0,,
3,2014-01-04,0.1863571136363636,3.0263130434782606,0.1600330312499999,6.409090909090909,0.3568945652173914,0.8531746031746029,-8.884551041666667,1.7916666666666667,0.0665849540198634,98.91066666666669,96.94941458333334,0.0046036666666666,0.559607,-0.041625,,,,,,0.044607625,44.40805416666666,-0.0358416812499999,0.1430410416666666,0.0286019583333333,0.18856625,143.04760869565217,3.1010869565217387,0.1788819583333333,2.864709375,-0.0033221458333333,6.375933333333332,0.6862291666666667,314.51074999999986,-8.884551041666667,1.7916666666666667,0.0665208333333333,98.91066666666669,97.00947916666672,0.0045416666666666,0.56,0.044607625,3.141833333333334,-0.0469225819911871,0.1809125561838833,6.448318299569582,1.0,,
4,2014-01-05,0.08574825,1.1092551428571429,-0.8280840454545456,6.038461538461537,0.1383155833333333,1.2698412698412695,-3.0397472916666675,2.6666666666666665,0.0660773619753085,98.89954166666664,97.25212499999998,-0.2396399375,0.063917,-0.0387499999999999,,,,,,0.0399966875,48.59798750000001,0.0355989687499999,0.1247741666666666,0.0342377083333333,0.1604258333333333,159.5089583333333,1.276458333333333,0.0891757083333333,0.5877277083333334,-0.554686229166667,6.047283333333333,1.014895833333333,295.8315625,-3.0397472916666675,2.6666666666666665,0.0660625,98.89954166666664,97.32077083333336,-0.2396458333333333,0.064,0.0399966875,1.276458333333333,-0.6266475675809899,0.0984457284124587,5.938747148896887,1.0,,
5,2014-01-06,-0.0851248888888889,-0.441087234042553,-1.1210334615384618,3.5769230769230766,0.2784462499999999,1.7559523809523814,-4.73604,3.6875,0.0813913555109155,98.62002083333331,97.26521875000005,-0.4987392083333335,1.6601119999999996,-0.0573958333333333,,,,,,0.0442188333333333,51.38701875,0.1310515821874999,0.12326,0.0434999999999999,0.1332052083333333,155.47291666666666,2.5470833333333327,-0.007792125,-0.4465062499999998,-0.7500852083333335,4.73455,1.705375,309.50924999999995,-4.73604,3.6875,0.0813125,98.62002083333331,97.35595833333336,-0.4987083333333333,1.6610000000000005,0.0442188333333333,2.5470833333333327,-0.810987036511571,0.0017037609021717,4.640861774091191,1.0,,
6,2014-01-07,0.0163812222222222,-7.458762222222219,-0.9660412647058824,5.0,0.2534752173913043,2.2718253968253963,-4.737258750000001,4.770833333333333,0.0751431900704725,98.81366666666668,96.42355833333336,0.5455176875000002,1.0272169999999998,-0.0433541666666666,,,,,,0.0562333333333333,53.3420125,0.0938165625,0.127185625,0.0461217708333333,0.1207889583333333,169.25173913043483,2.5865217391304345,0.0333695208333333,-7.053092708333333,-0.7923115208333334,5.291554166666665,2.2264166666666667,320.0859375000003,-4.737258750000001,4.770833333333333,0.0744791666666666,98.81366666666668,96.56487500000004,0.5455,1.027,0.0562333333333333,2.610979166666666,-0.8152454051330044,0.0414307323580373,5.256629729942434,1.0,,
7,2014-01-08,-0.1161805263157894,-3.995126666666668,-0.5093683124999999,7.615384615384616,0.117681,1.507936507936509,1.518259166666667,3.1666666666666665,0.0643798039304739,99.0,96.20301874999996,0.7129951041666667,0.0964309999999999,-0.0417708333333333,,,,,,0.0621446666666666,54.75756666666667,0.1124938416666667,0.1274977083333333,0.0430074583333333,0.0970885,213.46874999999991,1.3291666666666668,0.0150017916666666,-2.436942916666668,-0.4141527708333335,6.434850000000001,1.3192708333333332,314.3404999999999,1.518259166666667,3.1666666666666665,0.0585833333333333,99.0,96.33089583333332,0.7130208333333332,0.096,0.0621446666666666,1.3291666666666668,-0.4780424307502918,0.0244850359302614,6.108246962887953,1.0,,
8,2014-01-09,-0.1895738108108108,17.45883125,1.6892334375,7.078947368421053,0.239019375,1.636904761904762,-13.29058333333333,3.4375,0.2048775919372897,94.52620833333334,96.66018958333332,-4.098025416666667,0.306172,-0.043875,,,,,,0.0635628749999999,55.84937291666668,0.2770565416666666,0.1069570416666666,0.0426711874999999,0.0527807083333333,151.22687499999995,3.6710416666666656,-0.1700989166666666,17.45883125,1.2808158333333333,7.15524375,1.4627291666666664,293.002625,-13.29058333333333,3.4375,0.2039791666666667,94.52620833333334,96.75952083333334,-4.098020833333332,0.306,0.0635628749999999,3.6710416666666656,0.9726820292752436,-0.1241564973931816,6.839742769843955,1.0,,
9,2014-01-10,-0.2022047209302325,31.10975,2.843434583333333,8.465116279069766,0.3559235416666667,3.541666666666666,-16.99172083333333,7.4375,0.4677704861971028,79.99591666666667,96.9045041666667,-12.4840625,0.064133,-0.1136458333333333,,,,,,0.0647426458333333,50.86831874999999,0.267163625,0.0704773541666666,0.0539252083333333,0.0178179583333333,58.99250000000001,5.348958333333333,-0.1966848541666667,31.10975,2.843434583333333,8.3102625,3.970458333333333,249.2810000000001,-16.99172083333333,7.4375,0.4657291666666668,79.99591666666667,96.99118750000002,-12.4840625,0.064,0.0647426458333333,5.348958333333333,2.843434583333333,-0.1733584949346537,8.170188096097505,1.0,,
