,TIMESTAMP,NEE,H,LE,FCH4,USTAR,SW_IN,SW_OUT,LW_IN,LW_OUT,VPD,RH,PA,TA,P,D_SNOW,TS_1,TS_2,TS_3,TS_4,TS_5,TS_6,TS_7,TS_8,G,WTD,GPP_NT,RECO_NT,GPP_DT,RECO_DT,WS,NEE_F,H_F,LE_F,FCH4_F,SW_IN_F,SW_OUT_F,LW_IN_F,LW_OUT_F,VPD_F,RH_F,PA_F,TA_F,P_F,D_SNOW_F,G_F,WTD_F,WS_F,LE_F_ANNOPTLM,NEE_F_ANNOPTLM,FCH4_F_ANNOPTLM,FCH4_F_ANNOPTLM_QC,FCH4_F_MODEL,FCH4_F_NORM
0,2014-01-01,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,0.0003744444553191,0.0036556487446808,3.2925581908227665e-08,,,,,,4.531723404255319,,223.4372340425531,,0.4218723404255319,,98.88761702127658,-36.427808510638286,2.7510000000000003,,,,1.2760851063829788,-0.2827089163919055,0.2423302472789549,13.2954232864999,3.0,,
1,2014-01-02,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,0.0121150916666666,0.0039245770833333,5.275999562500002e-05,,,,,,4.9009375,,232.6152500000001,,0.4529999999999999,,97.11920833333336,-26.6769375,0.8670000000000002,,,,2.043416666666667,-0.1399389421226964,0.2335263191725559,13.480209918351788,3.0,,
2,2014-01-03,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,0.0070884479166666,0.0070813791666666,6.255010208333334e-06,,,,,,9.808791666666668,,182.3430416666665,,0.4380833333333334,,99.15939583333336,-28.22033333333333,0.168,,,,1.8584166666666664,0.0228731946986942,0.2221932178690821,12.648419778572784,3.0,,
3,2014-01-04,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,0.0008605724370833,0.0085286895833333,8.855298687116288e-08,,,,,,12.377375000000002,,160.9871458333334,,0.4110625,,100.53304166666668,-34.806270833333336,0.0,,,,1.08025,-0.2369122870138828,0.2201463245036248,15.623039269635829,3.0,,
4,2014-01-05,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,0.001561072656875,0.0019136195833333,4.869141095324959e-07,,,,,,2.2223541666666664,,233.74004166666657,,0.463125,,100.14297916666668,-34.47070833333334,1.533,,,,1.6027083333333334,-0.0086393830035908,0.2455158771692194,14.1399683629151,3.0,,
5,2014-01-06,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,0.0081631395833333,0.0052313999999999,8.624389583333334e-06,,,,,,6.784458333333332,,240.7219791666666,,0.4729166666666666,,98.87449999999995,-27.66756250000001,2.4450000000000003,,,,0.8805000000000004,0.5926380458811252,0.2218934105606103,13.995654781977564,3.0,,
6,2014-01-07,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,0.0165951895833333,0.004184175,9.469531875e-05,,,,,,5.218125,,220.60829166666656,,0.4654375,,98.30868749999998,-25.07100000000001,0.255,,,,1.6946249999999996,0.2604993426729291,0.2201222449227816,12.950854381938546,3.0,,
7,2014-01-08,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,0.025542125,0.0044534229166666,0.0001766818125,,,,,,5.629604166666668,,254.81975,,0.4572083333333334,,96.7180625,-22.05322916666667,0.867,,,,0.6238541666666666,0.0368920976960105,0.2219391065941899,15.768619704044433,3.0,,
8,2014-01-09,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,0.034735125,0.001385375,0.0003497039583333,,,,,,1.5822291666666668,,262.27845833333333,,0.5300625000000001,,96.55777083333334,-19.76516666666668,2.181,,,,1.1373541666666664,-0.0694818659201042,0.2233063423859287,15.56385143849728,3.0,,
9,2014-01-10,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,0.0298425104166666,0.0027140083333333,0.0002996788083333,,,,,,3.2184375,,241.22379166666653,,0.4905,,96.49933333333333,-21.277604166666663,1.02,,,,0.8076458333333335,0.1779846560942275,0.2176502567399701,15.929389405363484,3.0,,
10,2014-01-11,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,0.0107472604166666,0.0030307125,1.7197385416666662e-05,,,,,,3.629520833333333,,236.17035416666667,,0.4559166666666667,,96.4163125,-26.549458333333327,1.3229999999999995,,,,1.1746666666666663,1.0614268804749771,0.2165843834232158,15.450394549330158,3.0,,
11,2014-01-12,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,0.0069223166666666,0.0078160625,6.810209791666668e-06,,,,,,10.915562499999998,,196.8895624999999,,0.4355416666666669,,96.0211875,-28.395166666666668,0.009,,,,1.0630833333333336,0.7044675258321249,0.196568339927283,16.400767546166023,3.0,,
12,2014-01-13,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,0.0005189559375,0.0104645624999999,1.9529538120416664e-08,,,,,,15.859708333333336,,174.57441666666668,,0.4219791666666669,,97.35618750000005,-34.9575625,0.0,,,,0.8101458333333332,0.0959752838421233,0.1955271088052509,14.725618130543827,3.0,,
13,2014-01-14,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,0.044510454375,0.0027128666666666,0.0017294142086437,,,,,,3.2080208333333338,,274.3058333333334,,0.4840833333333335,,96.60374999999998,-19.777020833333328,4.977,,,,2.2563125000000004,0.8035612127425336,0.2156470089019868,12.926292250602572,3.0,,
14,2014-01-15,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,0.1126297708333333,0.0094279525,0.0075779541666666,,,,,,13.725479166666668,,258.3277083333334,,2.0667708333333343,,96.95091666666669,-5.797791666666666,1.2150000000000003,,,,2.6869999999999994,2.9529573210467954,0.240896469595698,10.040580278158858,3.0,,
15,2014-01-16,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,0.12865375,0.003969210625,0.0111544854166666,,,,,,4.9267916666666665,,282.8114166666668,,1.6932708333333333,,97.5573333333333,-3.220770833333333,0.6959999999999998,,,,1.8938541666666664,3.530160805996507,0.2542666023014287,11.756511141528868,3.0,,
16,2014-01-17,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,0.0973819583333333,0.0081743999999999,0.0070811166666666,,,,,,11.405645833333336,,260.58618749999994,,1.2796250000000002,,97.96808333333333,-8.447708333333336,0.054,,,,1.5593125,2.41877694777314,0.2332702796608032,12.196385974356575,3.0,,
17,2014-01-18,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,0.0511968958333333,0.0054934,0.0009778595833333,,,,,,6.9915416666666665,,267.73025000000007,,0.5325000000000001,,97.171,-16.382625000000004,0.4560000000000002,,,,1.5398125,0.8992714272031606,0.2031503368670138,14.962428040037835,3.0,,
18,2014-01-19,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,0.0356958958333333,0.0099513145833333,0.000504430625,,,,,,14.417708333333335,,241.58735416666684,,0.5496458333333333,,97.88095833333333,-19.77270833333333,1.269,,,,1.0369791666666666,1.0717855245467591,0.1935475537728772,16.16000907677142,3.0,,
19,2014-01-20,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,0.0245659791666666,0.0061582458333333,0.0001569779999999,,,,,,7.994062500000001,,242.82722916666685,,0.483375,,98.80895833333334,-22.27114583333333,0.0,,,,0.6341041666666668,1.0817843916799903,0.1975107076553953,16.600984631252132,3.0,,
20,2014-01-21,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,0.0218424375,0.0086275416666666,0.0001309866666666,,,,,,12.040645833333334,,235.547875,,0.4385625,,99.26477083333332,-23.09966666666667,0.252,,,,1.1498333333333337,1.1564914846941647,0.1907999389243893,13.666083325067484,3.0,,
21,2014-01-22,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,0.063810375,0.0113253541666666,0.0019915354166666,,,,,,17.025395833333334,,251.14093749999992,,0.6154999999999998,,98.19908333333328,-14.145291666666663,0.0449999999999999,,,,2.1360208333333333,1.239374047551073,0.1885307785578464,9.920848499627208,3.0,,
22,2014-01-23,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,0.1035643541666666,0.0040046791666666,0.0064281916666666,,,,,,4.862833333333334,,288.4067708333334,,0.8981249999999998,,97.99560416666668,-7.300374999999999,0.0,,,,1.4521041666666663,1.803130851791673,0.2148783319366249,12.528166092420255,3.0,,
23,2014-01-24,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,0.0968980416666667,0.0044546979166666,0.0051290395833333,,,,,,5.4870833333333335,,279.1418333333335,,0.7058541666666667,,98.23945833333336,-8.363583333333331,0.168,,,,0.7265833333333332,1.6784023792053535,0.2063161208084416,16.096673604746318,3.0,,
24,2014-01-25,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,0.1055431458333333,0.008302375,0.0072433539583333,,,,,,11.32970833333333,,261.1225624999999,,1.4369583333333331,,98.92422916666663,-7.048187500000001,0.0,,,,2.2787916666666668,2.3374646419688987,0.2053787091598651,9.38974745934378,3.0,,
25,2014-01-26,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,0.0359836874999999,0.0139800833333333,0.0004282433333333,,,,,,22.46897916666667,,205.3194583333332,,0.5167083333333332,,100.13797916666668,-19.56927083333333,0.0,,,,1.051958333333333,1.576237072968547,0.1715395816247324,11.701588790168351,3.0,,
26,2014-01-27,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,0.0407156666666666,0.0146152041666666,0.0006089341666666,,,,,,23.828791666666664,,239.96110416666667,,0.4873541666666667,,98.96414583333332,-18.589541666666666,0.072,,,,1.6290624999999992,1.5186253342105964,0.1698318985953614,12.591152568587212,3.0,,
27,2014-01-28,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,0.0300353749999999,0.00811593125,0.0002789158541666,,,,,,10.976916666666664,,250.19525000000007,,0.4258958333333334,,98.5455208333333,-20.97408333333333,0.222,,,,1.1867916666666662,1.5559306680854743,0.1729768919881405,15.766334636555309,3.0,,
28,2014-01-29,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,0.0134907291666666,0.01499071875,3.2269124999999994e-05,,,,,,24.4704375,,196.43152083333337,,0.4462291666666667,,99.05189583333332,-25.54354166666667,0.0,,,,0.8373541666666667,1.6700163933026368,0.1668569881065933,16.81858554345967,3.0,,
29,2014-01-30,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,0.041131125,0.0083193979166666,0.0007520233333333,,,,,,11.117708333333333,,244.389625,,0.652375,,98.151,-18.7060625,0.096,,,,1.9431041666666669,1.5935850658797062,0.1666074964390756,12.786770276899151,3.0,,
30,2014-01-31,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,0.065604,0.0132429416666666,0.0019304814583333,,,,,,20.583625,,255.39960416666665,,0.5128333333333334,,98.39437500000004,-13.735875000000002,0.528,,,,1.2136874999999998,1.1631039897612978,0.1687018831991693,14.809029489516943,3.0,,
